13	0	how much are the harry potter movies worth	the initial major publishers of the books were bloomsbury in the united kingdom and scholastic press in the united states .	0.0555555555556 0.0115872439387 0.0 0.0 
13	0	how much are the harry potter movies worth	the books have since been published by many publishers worldwide .	0.0555555555556 0.0115872439387 0.0 0.0 
13	0	how much are the harry potter movies worth	the books , with the seventh book split into two parts , have been made into an eight-part film series by warner bros. pictures , the highest-grossing film series of all time .	0.0555555555556 0.0115872439387 0.0 0.0 
13	1	how much are the harry potter movies worth	the series also originated much tie-in merchandise , making the harry potter brand worth in excess of $ 15 billion .	0.0555555555556 0.0115872439387 0.0 0.0 
13	0	how much are the harry potter movies worth	also due to the success of the books and films , harry potter has been used for a theme park , the wizarding world of harry potter in universal parks & resorts 's islands of adventure .	0.0555555555556 0.0115872439387 0.0 0.0 
14	0	how a rocket engine works	rs-68 being tested at nasa 's stennis space center .	0.0666666666667 0.0609953890011 0.0 0.0 
14	0	how a rocket engine works	the nearly transparent exhaust is due to this engine 's exhaust being mostly superheated steam ( water vapor from its propellants , hydrogen and oxygen )	0.0666666666667 0.0609953890011 0.0 0.0 
14	0	how a rocket engine works	viking 5c rocket engine	0.0666666666667 0.0609953890011 0.0 0.0 
14	1	how a rocket engine works	a rocket engine , or simply `` rocket '' , is a jet engine that uses only stored propellant mass for forming its high speed propulsive jet .	0.0666666666667 0.0609953890011 0.0 0.0 
14	0	how a rocket engine works	rocket engines are reaction engines and obtain thrust in accordance with newton 's third law .	0.0666666666667 0.0609953890011 0.0 0.0 
14	0	how a rocket engine works	since they need no external material to form their jet , rocket engines can be used for spacecraft propulsion as well as terrestrial uses , such as missiles .	0.0666666666667 0.0609953890011 0.0 0.0 
14	0	how a rocket engine works	most rocket engines are internal combustion engines , although non-combusting forms also exist .	0.0666666666667 0.0609953890011 0.0 0.0 
14	0	how a rocket engine works	rocket engines as a group have the highest exhaust velocities , are by far the lightest , but are the least propellant efficient of all types of jet engines .	0.0666666666667 0.0609953890011 0.0 0.0 
16	0	how are cholera and typhus transmitted and prevented	cholera is an infection in the small intestine caused by the bacterium vibrio cholerae .	0.0 0.0 0.0 0.0 
16	0	how are cholera and typhus transmitted and prevented	the main symptoms are watery diarrhea and vomiting .	0.037037037037 0.0836877459391 0.05 0.112978457018 
16	1	how are cholera and typhus transmitted and prevented	transmission occurs primarily by drinking water or eating food that has been contaminated by the feces ( waste product ) of an infected person , including one with no apparent symptoms .	0.037037037037 0.0836877459391 0.05 0.112978457018 
16	0	how are cholera and typhus transmitted and prevented	the severity of the diarrhea and vomiting can lead to rapid dehydration and electrolyte imbalance , and death in some cases .	0.037037037037 0.0836877459391 0.05 0.112978457018 
16	0	how are cholera and typhus transmitted and prevented	the primary treatment is oral rehydration therapy , typically with oral rehydration solution , to replace water and electrolytes .	0.037037037037 0.0836877459391 0.05 0.112978457018 
16	0	how are cholera and typhus transmitted and prevented	if this is not tolerated or does not provide improvement fast enough , intravenous fluids can also be used .	0.037037037037 0.0836877459391 0.05 0.112978457018 
16	0	how are cholera and typhus transmitted and prevented	antibacterial drugs are beneficial in those with severe disease to shorten its duration and severity .	0.037037037037 0.0836877459391 0.05 0.112978457018 
16	0	how are cholera and typhus transmitted and prevented	worldwide , it affects 3–5 million people and causes 100,000–130,000 deaths a year .	0.037037037037 0.0836877459391 0.05 0.112978457018 
16	0	how are cholera and typhus transmitted and prevented	cholera was one of the earliest infections to be studied by epidemiological methods .	0.037037037037 0.0836877459391 0.05 0.112978457018 
21	0	how did anne frank die	annelies `` anne '' marie frank ( , ? , ; 12 june 1929early march 1945 ) is one of the most discussed jewish victims of the holocaust .	0.0 0.0 0.0 0.0 
21	0	how did anne frank die	her diary has been the basis for several plays and films .	0.0 0.0 0.0 0.0 
21	0	how did anne frank die	born in the city of frankfurt am main in weimar germany , she lived most of her life in or near amsterdam , in the netherlands .	0.0 0.0 0.0 0.0 
21	0	how did anne frank die	born a german national , frank lost her citizenship in 1941 .	0.0 0.0 0.0 0.0 
21	0	how did anne frank die	she gained international fame posthumously after her diary was published .	0.0 0.0 0.0 0.0 
21	0	how did anne frank die	it documents her experiences hiding during the german occupation of the netherlands in world war ii .	0.0 0.0 0.0 0.0 
21	0	how did anne frank die	the frank family moved from germany to amsterdam in 1933 , the year the nazis gained control over germany .	0.0 0.0 0.0 0.0 
21	0	how did anne frank die	by the beginning of 1940 , they were trapped in amsterdam by the nazi occupation of the netherlands .	0.0 0.0 0.0 0.0 
21	0	how did anne frank die	as persecutions of the jewish population increased in july 1942 , the family went into hiding in the hidden rooms of anne 's father , otto frank 's , office building .	0.0 0.0 0.0 0.0 
21	0	how did anne frank die	after two years , the group was betrayed and transported to concentration camps .	0.0 0.0 0.0 0.0 
21	1	how did anne frank die	anne frank and her sister , margot , were eventually transferred to the bergen-belsen concentration camp , where they died of typhus in march 1945 .	0.0 0.0 0.0 0.0 
21	0	how did anne frank die	otto frank , the only survivor of the family , returned to amsterdam after the war to find that anne 's diary had been saved , and his efforts led to its publication in 1947 .	0.0 0.0 0.0 0.0 
21	0	how did anne frank die	it was translated from its original dutch and first published in english in 1952 as the diary of a young girl .	0.0 0.0 0.0 0.0 
21	0	how did anne frank die	it has since been translated into many languages .	0.0 0.0 0.0 0.0 
21	0	how did anne frank die	the diary , which was given to anne on her 13th birthday , chronicles her life from 12 june 1942 until 1 august 1944 .	0.0 0.0 0.0 0.0 
23	0	how are aircraft radial engines built	radial engine timing and cam mechanism .	0.0 0.0 0.0 0.0 
23	0	how are aircraft radial engines built	click for full resolution animation .	0.0 0.0 0.0 0.0 
23	0	how are aircraft radial engines built	radial engine of a biplane	0.0 0.0 0.0 0.0 
23	0	how are aircraft radial engines built	master rod ( upright ) , slaves and balances from a two-row , fourteen-cylinder pratt & whitney twin wasp	0.0 0.0 0.0 0.0 
23	1	how are aircraft radial engines built	the radial engine is a reciprocating type internal combustion engine configuration in which the cylinders point outward from a central crankshaft like the spokes of a wheel .	0.0 0.0 0.0 0.0 
23	0	how are aircraft radial engines built	it resembles a stylized star when viewed from the front , and is called a `` star engine '' ( german sternmotor ) in some languages .	0.0 0.0 0.0 0.0 
23	0	how are aircraft radial engines built	the radial configuration was very commonly used in aircraft engines before turbine engines became predominant .	0.0 0.0 0.0 0.0 
25	1	how deep can be drill for deep underwater	deepwater drilling is the process of oil and gas exploration and production in depths of more than 500 feet .	0.0 0.0 0.0 0.0 
25	0	how deep can be drill for deep underwater	by this definition , there are approximately 600 deepwater wells in the gulf of mexico .	0.0 0.0 0.0 0.0 
25	0	how deep can be drill for deep underwater	it has been economically infeasible for many years , but with rising oil prices , more companies are investing in this area .	0.0 0.0 0.0 0.0 
25	0	how deep can be drill for deep underwater	major companies working in this sector include diamond offshore , transocean , and baker hughes .	0.0 0.0 0.0 0.0 
25	0	how deep can be drill for deep underwater	there are basically two kinds of mobile deepwater drilling rigs : semi-submersible drilling rigs and drillships .	0.0 0.0 0.0 0.0 
25	0	how deep can be drill for deep underwater	drilling can also be performed from a fixed-position installation such as a floating spar ( platform ) or tension-leg platform .	0.037037037037 0.0666834061954 0.0 0.0 
25	0	how deep can be drill for deep underwater	recent industry analysis has estimated that the total expenditure in the global deepwater infrastructure market will reach $ 145bn in 2011 .	0.037037037037 0.0666834061954 0.0 0.0 
25	0	how deep can be drill for deep underwater	“not all oil is accessible on land or in shallow water .	0.037037037037 0.0666834061954 0.0 0.0 
25	0	how deep can be drill for deep underwater	you can find some oil deposits buried deep under the ocean floor.” ... using sonic equipment , oil companies determine the drilling sites most likely to produce oil .	0.037037037037 0.0666834061954 0.0 0.0 
25	0	how deep can be drill for deep underwater	then they use a mobile offshore drilling unit ( modu ) to dig the initial well .	0.037037037037 0.0666834061954 0.0 0.0 
25	0	how deep can be drill for deep underwater	some units are converted into production rigs , meaning they switch from drilling for oil to capturing oil once it 's found .	0.037037037037 0.0666834061954 0.0 0.0 
25	0	how deep can be drill for deep underwater	most of the time , the oil company will replace the modu with a more permanent oil production rig to capture oil.” ... the modu 's job is to drill down into the ocean 's floor to find oil deposits	0.037037037037 0.0666834061954 0.0 0.0 
25	0	how deep can be drill for deep underwater	the part of the drill that extends below the deck and through the water is called the riser .	0.037037037037 0.0666834061954 0.0 0.0 
25	0	how deep can be drill for deep underwater	the riser allows for drilling fluids to move between the floor and the rig .	0.037037037037 0.0666834061954 0.0 0.0 
25	0	how deep can be drill for deep underwater	engineers lower a drill string -- a series of pipes designed to drill down to the oil deposit -- through the riser.”	0.037037037037 0.0666834061954 0.0 0.0 
25	0	how deep can be drill for deep underwater	“the expansion of deepwater drilling is happening despite accidents in offshore fields ... ”	0.037037037037 0.0666834061954 0.0 0.0 
25	0	how deep can be drill for deep underwater	in 2010 a large explosion occurred killing 11 workers and spilling millions of gallons of oil into the gulf of mexico while a bp oil rig was drilling in deep waters .	0.037037037037 0.0666834061954 0.0 0.0 
25	0	how deep can be drill for deep underwater	“ ... despite the risks , the deepwater drilling trend is spreading in the mediterranean and off the coast of east africa after a string of huge discoveries of natural gas.”	0.037037037037 0.0666834061954 0.0 0.0 
25	0	how deep can be drill for deep underwater	“the reason for the resumption of such drilling , analyst say , is continuing high demand for energy worldwide.”	0.037037037037 0.0666834061954 0.0 0.0 
25	0	how deep can be drill for deep underwater	america needs the oil so it is almost necessary to face the high risks that come with deepwater drilling in order for americans to continue to carry on their everyday lives .	0.037037037037 0.0666834061954 0.0 0.0 
25	0	how deep can be drill for deep underwater	“the energy department recently projected that gulf oil production would expand from its 2011 level of 1.3 million barrels a day , still nearly a quarter of total domestic production , to 2 million barrels a day by 2020.”	0.037037037037 0.0666834061954 0.0 0.0 
25	0	how deep can be drill for deep underwater	deepwater drilling affects the environment in both negative and positive ways .	0.037037037037 0.0666834061954 0.0 0.0 
25	0	how deep can be drill for deep underwater	although deepwater drilling rarely causes oil spills it is still a hazardous possible outcome .	0.037037037037 0.0666834061954 0.0 0.0 
25	0	how deep can be drill for deep underwater	oil spills result in oil sinking to the bottom of the ocean smothering plant life leaving fish without food and shelter to survive .	0.037037037037 0.0666834061954 0.0 0.0 
25	0	how deep can be drill for deep underwater	on the other hand deepwater drilling effects the environment in a positive ways too .	0.037037037037 0.0666834061954 0.0 0.0 
25	0	how deep can be drill for deep underwater	in time once the deepwater oil well is not in use anymore plants will grow on and around the well making a cave or cavern like shelter ideal for animals to thrive in .	0.037037037037 0.0666834061954 0.0 0.0 
25	0	how deep can be drill for deep underwater	deepwater drilling also lets us see the depths of the ocean floor that are hardly ever seen .	0.037037037037 0.0666834061954 0.0 0.0 
25	0	how deep can be drill for deep underwater	”cameras on rovers at the bottom of the wells record footage and take photos of rare fish that are in there natural habitat , giving scientist a look at animals they rarely seen” ( chevron corporation ) . ''	0.037037037037 0.0666834061954 0.0 0.0 
26	1	how old was monica lewinsky during the affair	monica samille lewinsky ( born july 23 , 1973 ) is an american woman with whom united states president bill clinton admitted to having had an `` improper relationship '' while she worked at the white house in 1995 and	0.0344827586207 0.00719208244469 0.0 0.0 
26	0	how old was monica lewinsky during the affair	the affair and its repercussions ( which included clinton 's impeachment ) became known as the lewinsky scandal .	0.0344827586207 0.00719208244469 0.0 0.0 
27	0	how long was frank sinatra famous	francis albert `` frank '' sinatra , , ( december 12 , 1915 – may 14 , 1998 ) was an american singer and film actor .	0.0 0.0 0.0 0.0 
27	1	how long was frank sinatra famous	beginning his musical career in the swing era with harry james and tommy dorsey , sinatra found unprecedented success as a solo artist from the early to mid-1940s after being signed to columbia records in 1943 .	0.0 0.0 0.0 0.0 
27	0	how long was frank sinatra famous	being the idol of the `` bobby soxers `` , he released his first album , the voice of frank sinatra in 1946 .	0.0 0.0 0.0 0.0 
27	0	how long was frank sinatra famous	his professional career had stalled by the 1950s , but it was reborn in 1953 after he won the academy award for best supporting actor for his performance in from here to eternity .	0.0 0.0 0.0 0.0 
27	0	how long was frank sinatra famous	he signed with capitol records in 1953 and released several critically lauded albums ( such as in the wee small hours , songs for swingin ' lovers ! , come fly with me , only the lonely and nice 'n	0.0 0.0 0.0 0.0 
27	0	how long was frank sinatra famous	sinatra left capitol to found his own record label , reprise records in 1961 ( finding success with albums such as ring-a-ding-ding ! , sinatra at the sands and francis albert sinatra & antonio carlos jobim ) , toured internationally	0.0 0.0 0.0 0.0 
27	0	how long was frank sinatra famous	sinatra turned 50 in 1965 , recorded the retrospective september of my years , starred in the emmy -winning television special frank sinatra : a man and his music , and scored hits with `` strangers in the night ``	0.0 0.0 0.0 0.0 
27	0	how long was frank sinatra famous	with sales of his music dwindling and after appearing in several poorly received films , sinatra retired for the first time in 1971 .	0.0 0.0 0.0 0.0 
27	0	how long was frank sinatra famous	two years later , however , he came out of retirement and in 1973 recorded several albums , scoring a top 40 hit with `` ( theme from ) new york , new york `` in 1980 .	0.0 0.0 0.0 0.0 
27	0	how long was frank sinatra famous	using his las vegas shows as a home base , he toured both within the united states and internationally , until a short time before his death in 1998 .	0.0 0.0 0.0 0.0 
27	0	how long was frank sinatra famous	sinatra also forged a highly successful career as a film actor .	0.0 0.0 0.0 0.0 
27	0	how long was frank sinatra famous	after winning best supporting actor in 1953 , he also garnered a nomination for best actor for the man with the golden arm , and critical acclaim for his performance in the manchurian candidate .	0.0 0.0 0.0 0.0 
27	0	how long was frank sinatra famous	he also starred in such musicals as high society , pal joey , guys and dolls and on the town .	0.0 0.0 0.0 0.0 
27	0	how long was frank sinatra famous	sinatra was honored at the kennedy center honors in 1983 and was awarded the presidential medal of freedom by ronald reagan in 1985 and the congressional gold medal in 1997 .	0.0 0.0 0.0 0.0 
27	0	how long was frank sinatra famous	he was the recipient of eleven grammy awards , including the grammy trustees award , grammy legend award and the grammy lifetime achievement award .	0.0 0.0 0.0 0.0 
27	0	how long was frank sinatra famous	sinatra is also one of world’s best-selling artists of all time , having sold more than 150 million copies worldwide .	0.0 0.0 0.0 0.0 
36	0	how much is jk rowling worth	joanne `` jo '' rowling ( ) , ( born 31 july 1965 ) , pen name j. k. rowling , is a british novelist , best known as the author of the harry potter fantasy series .	0.037037037037 0.043051143743 0.0555555555556 0.0645767156145 
36	0	how much is jk rowling worth	the potter books have gained worldwide attention , won multiple awards , and sold more than 400 million copies .	0.037037037037 0.043051143743 0.0555555555556 0.0645767156145 
36	0	how much is jk rowling worth	they have become the best-selling book series in history , and been the basis for a series of films which has become the highest-grossing film series in history .	0.037037037037 0.043051143743 0.0555555555556 0.0645767156145 
36	0	how much is jk rowling worth	rowling had overall approval on the scripts as well as maintaining creative control by serving as a producer on the final instalment .	0.037037037037 0.043051143743 0.0555555555556 0.0645767156145 
36	0	how much is jk rowling worth	born in yate , gloucestershire , rowling was working as a researcher and bilingual secretary for amnesty international when she conceived the idea for the harry potter series on a delayed train from manchester to london in 1990 .	0.037037037037 0.043051143743 0.0555555555556 0.0645767156145 
36	0	how much is jk rowling worth	the seven-year period that followed entailed the death of her mother , divorce from her first husband and poverty until rowling finished the first novel in the series , harry potter and the philosopher 's stone ( 1997 ) .	0.04 0.0464952352424 0.0769230769231 0.0894139139278 
36	0	how much is jk rowling worth	rowling subsequently published 6 sequels—the last , harry potter and the deathly hallows ( 2007 ) —as well as 3 supplements to the series .	0.04 0.0464952352424 0.0769230769231 0.0894139139278 
36	0	how much is jk rowling worth	in 2012 , rowling parted with her agency and resumed writing in the form of a tragicomedy novel aimed at adult readership , entitled the casual vacancy .	0.04 0.0464952352424 0.0769230769231 0.0894139139278 
36	0	how much is jk rowling worth	rowling has said she is currently working on two books—one aimed for adults , the other for children younger than the harry potter audience , and she expects the latter to be published first .	0.04 0.0464952352424 0.0769230769231 0.0894139139278 
36	0	how much is jk rowling worth	rowling has led a `` rags to riches `` life story , in which she progressed from living on state benefits to multi-millionaire status within five years .	0.04 0.0464952352424 0.0769230769231 0.0894139139278 
36	0	how much is jk rowling worth	she is the united kingdom 's best-selling author since records began , with sales in excess of £238m .	0.04 0.0464952352424 0.0769230769231 0.0894139139278 
36	1	how much is jk rowling worth	the 2008 sunday times rich list estimated rowling 's fortune at £560 million ( $ 798 million ) , ranking her as the twelfth richest woman in the united kingdom .	0.04 0.0464952352424 0.0769230769231 0.0894139139278 
36	0	how much is jk rowling worth	forbes ranked rowling as the forty-eighth most powerful celebrity of 2007 , and time magazine named her as a runner-up for its 2007 person of the year , noting the social , moral , and political inspiration she has given	0.04 0.0464952352424 0.0769230769231 0.0894139139278 
36	0	how much is jk rowling worth	in october 2010 , rowling was named the `` most influential woman in britain '' by leading magazine editors .	0.04 0.0464952352424 0.0769230769231 0.0894139139278 
36	0	how much is jk rowling worth	she has become a notable philanthropist , supporting such charities as comic relief , one parent families , multiple sclerosis society of great britain and lumos ( formerly the children 's high level group ) .	0.04 0.0464952352424 0.0769230769231 0.0894139139278 
37	0	how big is auburndale florida	auburndale is a city in polk county , florida , united states .	0.0416666666667 0.0484325367109 0.0833333333333 0.0968650734217 
37	0	how big is auburndale florida	the population was 11,032 at the 2000 census .	0.0416666666667 0.0484325367109 0.0833333333333 0.0968650734217 
37	1	how big is auburndale florida	according to the u.s census estimates of 2005 , the city had a population of 12,381 .	0.0416666666667 0.0484325367109 0.0833333333333 0.0968650734217 
37	0	how big is auburndale florida	it is part of the lakeland – winter haven metropolitan statistical area .	0.0416666666667 0.0484325367109 0.0833333333333 0.0968650734217 
39	1	how old is kirk douglas , the actor ?	kirk douglas ( born issur danielovitch , ; december 9 , 1916 ) is an american stage and film actor , film producer and author .	0.107142857143 0.0584528951008 0.0769230769231 0.0894139139278 
39	0	how old is kirk douglas , the actor ?	his popular films include out of the past ( 1947 ) , champion ( 1949 ) , ace in the hole ( 1951 ) , the bad and the beautiful ( 1952 ) , 20,000 leagues under the sea (	0.107142857143 0.0584528951008 0.0769230769231 0.0894139139278 
39	0	how old is kirk douglas , the actor ?	he is no.17 on the american film institute 's list of the greatest male american screen legends of all time , making him the highest-ranked living person on the list .	0.107142857143 0.0584528951008 0.0769230769231 0.0894139139278 
39	0	how old is kirk douglas , the actor ?	in 1996 , he received the academy honorary award `` for 50 years as a creative and moral force in the motion picture community . ''	0.107142857143 0.0584528951008 0.0769230769231 0.0894139139278 
39	0	how old is kirk douglas , the actor ?	he is one of the last surviving actors from hollywood 's `` golden age '' .	0.107142857143 0.0584528951008 0.0769230769231 0.0894139139278 
40	1	how old is the singer bob seger	robert clark `` bob '' seger ( born may 6 , 1945 ) is an american rock and roll singer-songwriter , guitarist and pianist .	0.0769230769231 0.0527288950753 0.0769230769231 0.0894139139278 
40	0	how old is the singer bob seger	as a locally successful detroit-area artist , he performed and recorded as bob seger and the last heard and bob seger system throughout the 1960s .	0.0769230769231 0.0527288950753 0.0769230769231 0.0894139139278 
40	0	how old is the singer bob seger	by the early 1970s , he had dropped the `` system '' from his recordings and continued to strive for broader success with other various bands .	0.0769230769231 0.0527288950753 0.0769230769231 0.0894139139278 
40	0	how old is the singer bob seger	in 1973 , he put together the silver bullet band , a group of detroit-area musicians , with whom he became most successful on the national level with the album live bullet , recorded live with the silver bullet band	0.0769230769231 0.0527288950753 0.0769230769231 0.0894139139278 
40	0	how old is the singer bob seger	in 1976 , he achieved a national breakout with the studio album night moves .	0.0769230769231 0.0527288950753 0.0769230769231 0.0894139139278 
40	0	how old is the singer bob seger	on his studio albums , he also worked extensively with the alabama-based muscle shoals rhythm section , which appeared on several of seger 's best-selling singles and albums .	0.0769230769231 0.0527288950753 0.0769230769231 0.0894139139278 
40	0	how old is the singer bob seger	a roots rocker with a classic raspy , shouting voice , seger wrote and recorded songs that dealt with love , women , blue-collar themes and was an exemplar of heartland rock .	0.0769230769231 0.0527288950753 0.0769230769231 0.0894139139278 
40	0	how old is the singer bob seger	seger has recorded many hits , including `` night moves , '' `` turn the page , '' `` we 've got tonight , '' `` against the wind , '' and shakedown that was written for beverly hills cop	0.0769230769231 0.0527288950753 0.0769230769231 0.0894139139278 
40	0	how old is the singer bob seger	his iconic recording of `` old time rock and roll `` was named one of the songs of the century in 2001 .	0.0833333333333 0.0571229696649 0.0714285714286 0.0830272057901 
40	0	how old is the singer bob seger	with a career spanning five decades , seger continues to perform and record today .	0.0833333333333 0.0571229696649 0.0714285714286 0.0830272057901 
40	0	how old is the singer bob seger	seger was inducted into the rock and roll hall of fame in 2004 and the songwriters hall of fame in 2012 .	0.0833333333333 0.0571229696649 0.0714285714286 0.0830272057901 
41	1	how long was richard nixon a president	richard milhous nixon ( january 9 , 1913 – april 22 , 1994 ) was the 37th president of the united states , serving from 1969 to 1974 , when he became the only president to resign the office .	0.0416666666667 0.0381221181257 0.0 0.0 
41	0	how long was richard nixon a president	nixon had previously served as a republican u.s. representative and senator from california and as the 36th vice president of the united states from 1953 to 1961 .	0.0416666666667 0.0381221181257 0.0 0.0 
41	0	how long was richard nixon a president	nixon was born in yorba linda , california .	0.0416666666667 0.0381221181257 0.0 0.0 
41	0	how long was richard nixon a president	he graduated from whittier college in 1934 and duke university school of law in 1937 , returning to california to practice law .	0.0416666666667 0.0381221181257 0.0 0.0 
41	0	how long was richard nixon a president	he and his wife , pat nixon , moved to washington to work for the federal government in 1942 .	0.0416666666667 0.0381221181257 0.0 0.0 
41	0	how long was richard nixon a president	he subsequently served in the united states navy during world war ii .	0.0416666666667 0.0381221181257 0.0 0.0 
41	0	how long was richard nixon a president	nixon was elected in california to the house of representatives in 1946 and to the senate in 1950 .	0.0416666666667 0.0381221181257 0.0 0.0 
41	0	how long was richard nixon a president	his pursuit of the alger hiss case established his reputation as a leading anti-communist , and elevated him to national prominence .	0.0416666666667 0.0381221181257 0.0 0.0 
41	0	how long was richard nixon a president	he was the running mate of dwight d. eisenhower , the republican party presidential nominee in the 1952 election .	0.0416666666667 0.0381221181257 0.0 0.0 
41	0	how long was richard nixon a president	nixon served for eight years as vice president .	0.0416666666667 0.0381221181257 0.0 0.0 
41	0	how long was richard nixon a president	he waged an unsuccessful presidential campaign in 1960 , narrowly losing to john f. kennedy , and lost a race for governor of california in 1962 .	0.0416666666667 0.0381221181257 0.0 0.0 
41	0	how long was richard nixon a president	in 1968 , he ran again for the presidency and was elected .	0.0416666666667 0.0381221181257 0.0 0.0 
41	0	how long was richard nixon a president	although nixon initially escalated america 's involvement in the vietnam war , he subsequently ended u.s. involvement in 1973 .	0.0416666666667 0.0381221181257 0.0 0.0 
41	0	how long was richard nixon a president	nixon 's visit to the people 's republic of china in 1972 opened diplomatic relations between the two nations , and he initiated détente and the anti-ballistic missile treaty with the soviet union the same year .	0.0416666666667 0.0381221181257 0.0 0.0 
41	0	how long was richard nixon a president	domestically , his administration generally embraced policies that transferred power from washington to the states .	0.0416666666667 0.0381221181257 0.0 0.0 
41	0	how long was richard nixon a president	among other things , he launched initiatives to fight cancer and illegal drugs , imposed wage and price controls , enforced desegregation of some southern schools , and established the environmental protection agency .	0.0416666666667 0.0381221181257 0.0 0.0 
41	0	how long was richard nixon a president	though he presided over the lunar landings beginning with apollo 11 , he scaled back manned space exploration .	0.0416666666667 0.0381221181257 0.0 0.0 
41	0	how long was richard nixon a president	he was re-elected by a landslide in 1972 .	0.0416666666667 0.0381221181257 0.0 0.0 
41	0	how long was richard nixon a president	nixon 's second term saw an arab oil embargo , the resignation of his vice president , spiro agnew , and a continuing series of revelations about the watergate scandal and other misconduct by members of the administration .	0.0 0.0 0.0 0.0 
41	0	how long was richard nixon a president	the scandal escalated , costing nixon much of his political support , and on august 9 , 1974 , he resigned in the face of almost certain impeachment and removal from office .	0.0 0.0 0.0 0.0 
41	0	how long was richard nixon a president	after his resignation , he controversially received a pardon issued by his successor , gerald ford .	0.0 0.0 0.0 0.0 
41	0	how long was richard nixon a president	in retirement , nixon 's work as an elder statesman , authoring several books and undertaking many foreign trips , helped to rehabilitate his public image .	0.0 0.0 0.0 0.0 
41	0	how long was richard nixon a president	he suffered a debilitating stroke on april 18 , 1994 , and died four days later at the age of 81 .	0.0 0.0 0.0 0.0 
